Gene,log2FoldChange,pvalue,padj
Ttc6,-0.365903385,0.385965198,0.512535596
Zfp974,-0.365949024,0.019943919,0.042037861
F7,-0.366128441,0.384368804,0.510873623
Gm30149,-0.366189548,0.366911895,0.493745858
Zfand1,-0.366203495,0.064483889,0.117916371
Mirg,-0.366283304,0.001980888,0.005071105
2900060L22Rik,-0.366418572,0.410992002,0.538492072
Foxk1,-0.366418735,6.78E-13,4.43E-12
Taok3,-0.366471195,1.62E-08,7.61E-08
Arnt,-0.366520268,4.90E-13,3.23E-12
Casp9,-0.366545839,2.43E-05,8.28E-05
Chchd7,-0.366624111,0.000178488,0.000541594
Anp32a,-0.366664673,5.21E-13,3.44E-12
Ipcef1,-0.366804369,0.307627952,0.431068591
Zfp438,-0.366950499,0.038897694,0.076030721
Lrrcc1,-0.367122424,3.98E-05,0.000132035
Gm36266,-0.367138729,0.408371262,0.535933365
Nhej1,-0.367267287,0.049526232,0.094074928
Spg20,-0.367506006,2.00E-15,1.51E-14
Vps29,-0.367518286,4.89E-10,2.60E-09
Gm6194,-0.367713871,0.365626017,0.492591218
Cd24a,-0.367810645,2.81E-06,1.07E-05
Gm26559,-0.367922437,0.177094821,0.276279397
Plaat3,-0.367933628,1.87E-05,6.47E-05
Mical1,-0.368094675,1.14E-08,5.46E-08
Tnip2,-0.368128726,0.002919725,0.007257483
Cd1d1,-0.368185987,0.029534884,0.059812023
Pdha1,-0.368328742,9.55E-22,9.80E-21
Eif4a2,-0.368526943,1.72E-16,1.38E-15
Gm14636,-0.368549898,0.345165895,0.471524327
Gm16897,-0.368619784,0.375718133,0.502392247
Grsf1,-0.368704428,6.14E-13,4.02E-12
Cbr1,-0.368740181,4.84E-05,0.000158549
Pcdha10,-0.368808408,0.398454867,0.525558908
Tmem95,-0.36898852,0.322436845,0.447521706
Myh15,-0.369289022,0.314086985,0.438365189
Pak1,-0.369320374,4.38E-09,2.17E-08
Smarcal1,-0.369464256,1.23E-06,4.84E-06
Cdkn2aip,-0.369500644,9.07E-05,0.000285883
Akr1e1,-0.369522709,4.22E-05,0.000139457
Ganc,-0.369534667,0.001013661,0.002731893
Ccny,-0.369845816,6.02E-13,3.95E-12
Mtmr9,-0.369889803,1.88E-11,1.11E-10
Fabp3,-0.370116138,0.044522077,0.085685089
Antxr2,-0.370212605,4.37E-13,2.90E-12
Jazf1,-0.370249975,0.001473332,0.003865264
Fuca1,-0.370253093,1.19E-13,8.10E-13
Wdsub1,-0.370278249,0.000167607,0.000510105
Tgfbr3l,-0.370278614,0.28869577,0.40996843
Snx17,-0.370352986,6.04E-12,3.71E-11
Psen2,-0.370506154,9.30E-05,0.000292665
Zfp157,-0.370537547,0.000372166,0.001077664
Gatc,-0.370826753,0.000116383,0.000361054
Septin9,-0.370857866,7.55E-22,7.79E-21
Gm22778,-0.370910295,0.194367156,
Srd5a1,-0.371142021,0.074977997,0.133951879
Tsc22d1,-0.371208035,3.80E-26,4.69E-25
Gm4319,-0.371383373,0.333159053,0.458602688
Impa2,-0.371396101,0.000130173,0.000400927
Pls3,-0.371416156,1.22E-26,1.54E-25
LOC118567944,-0.371435789,0.26020503,
Fbxo3,-0.371520425,1.29E-10,7.16E-10
Dtx4,-0.371522622,0.000521844,0.001474933
Rpl22,-0.371537083,8.49E-16,6.53E-15
Sat2,-0.371559132,0.019726506,0.041618978
Tmem250-ps,-0.371563882,1.58E-09,8.09E-09
9430041J12Rik,-0.371576072,0.251200261,0.367116849
Col8a1,-0.37188792,3.05E-26,3.78E-25
Zfp712,-0.371953198,0.145942057,0.235697952
LOC118568505,-0.372030114,0.269909625,0.388233304
Gm30992,-0.372226691,0.307704442,0.43111304
Gm41753,-0.37225637,0.263141983,
Tmlhe,-0.372299494,8.90E-05,0.000281039
Czib,-0.3724309,1.24E-05,4.36E-05
Zfp871,-0.372461703,1.37E-06,5.35E-06
Armcx3,-0.372465352,0.001888526,0.004856607
Gm26797,-0.37247126,0.118958586,0.198701077
LOC118568376,-0.372487089,0.385586186,0.512138231
Gm5122,-0.372530737,0.258419484,
Ehd3,-0.372648143,0.000434549,0.001246496
LOC118568351,-0.372687107,0.307416741,0.430835323
Gm35378,-0.372767049,0.402116021,0.529166549
Mitf,-0.373267322,0.004975476,0.011868057
Dcaf7,-0.373449915,3.41E-18,2.98E-17
Rhoa,-0.373481361,7.42E-16,5.72E-15
Gm15448,-0.37380566,0.260573942,
Tmem168,-0.373912611,5.23E-11,3.00E-10
Rps21,-0.373978954,3.42E-07,1.42E-06
LOC118568746,-0.374023165,0.333837832,0.459241629
Chsy1,-0.374066368,1.01E-15,7.77E-15
Gm46430,-0.3741332,0.002497218,0.006288431
Cd34,-0.374282255,0.008281491,0.018928701
Ndufv3,-0.374441235,8.43E-10,4.40E-09
Zfp12,-0.374592493,9.28E-05,0.000292382
Bcs1l,-0.374691846,0.000624159,0.001743138
Zdhhc4,-0.374717932,5.52E-06,2.03E-05
Spop,-0.374757273,1.07E-16,8.66E-16
Gm35853,-0.374759174,0.400263724,0.527377647
Kbtbd7,-0.374788726,0.002059333,0.005255159
Extl2,-0.37480639,1.17E-07,5.11E-07
1700010L04Rik,-0.374811543,0.376248765,0.502873246
Rfng,-0.374857775,0.000416941,0.001199173
Gm52358,-0.374925123,0.39941885,0.526516607
Serf2,-0.374976586,1.53E-08,7.22E-08
Cdc42,-0.375071052,1.09E-23,1.22E-22
Ust,-0.375088249,1.07E-05,3.81E-05
Rnf141,-0.375191305,4.06E-05,0.000134729
4933421O10Rik,-0.375267639,0.079789929,0.141368376
Zfp277,-0.375313358,0.000124289,0.000383972
Abca4,-0.375324351,0.327289421,0.452463352
Apoo-ps,-0.375560089,0.383249193,0.509596535
Ntan1,-0.375709814,5.48E-06,2.01E-05
Tmem74b,-0.375731023,0.391680956,0.518303114
Emc10,-0.3757801,2.38E-13,1.60E-12
Idh1,-0.375851553,1.08E-16,8.74E-16
AF357359,-0.375856706,0.163015193,0.258395852
Robo1,-0.375943313,1.79E-13,1.21E-12
Usf2,-0.375967433,2.39E-07,1.01E-06
Lratd1,-0.376169154,0.101096336,0.172929597
Spryd7,-0.376205932,0.000194877,0.000588267
S100a10,-0.37623944,5.84E-12,3.59E-11
Trim2,-0.376647178,1.78E-06,6.90E-06
Spast,-0.376679224,7.64E-09,3.71E-08
Mrtfa,-0.376705179,1.44E-11,8.62E-11
Slc9a9,-0.376708297,2.71E-05,9.18E-05
Dexi,-0.376737122,0.030057348,0.060755086
5430400D12Rik,-0.376740506,0.042949349,0.082965046
Gm17315,-0.376745427,0.333733819,0.45922621
Pgap2,-0.376817164,4.66E-06,1.72E-05
A730032A03Rik,-0.377290986,0.190607957,
Mecomos,-0.377290986,0.190607957,
Crygs,-0.377290986,0.190607957,
Slc22a1,-0.377290986,0.190607957,
Cetn3,-0.377435201,1.18E-08,5.63E-08
Fbxo27,-0.377493785,0.207574885,0.314679211
Zyg11b,-0.377517159,9.83E-09,4.73E-08
Med16,-0.377548443,7.46E-06,2.70E-05
Endov,-0.377558593,1.27E-06,5.00E-06
Ttc21b,-0.377596424,9.88E-08,4.34E-07
Zfp74,-0.377639019,0.000212566,0.000637465
4930487H11Rik,-0.377701593,0.33320534,0.458633623
Prkci,-0.377723892,1.58E-12,1.01E-11
Maf1,-0.377731209,8.34E-07,3.34E-06
Ighm,-0.377834707,0.287698937,0.408940884
Paics,-0.377869954,2.27E-14,1.61E-13
Zfp758,-0.377939459,0.001543785,0.004034706
E430024I08Rik,-0.378061251,0.000756017,0.002081209
Gm15564,-0.378178325,0.376905821,0.503391692
Pon2,-0.378270949,1.14E-08,5.45E-08
Rchy1,-0.378291073,1.95E-08,9.14E-08
Gm33258,-0.378341351,0.395131773,0.521829721
Mafb,-0.378373889,7.33E-07,2.96E-06
Gm46558,-0.37837894,0.013607937,0.029760988
Gpr182,-0.378403658,0.367455143,0.494225755
Kdm4b,-0.378465958,4.65E-08,2.11E-07
Gm51737,-0.378523197,0.394262128,0.521002766
Gm46891,-0.378605014,0.093679598,0.162012875
Zfp950,-0.378813832,0.000295023,0.000865608
Tgfb3,-0.378905197,3.18E-19,2.91E-18
Plekhg2,-0.379006622,1.42E-12,9.09E-12
Aif1l,-0.379110801,0.001928884,0.004948497
Ptov1,-0.37918297,3.98E-07,1.64E-06
Zfp266,-0.379183885,2.07E-10,1.13E-09
LOC118568158,-0.379223034,0.384013288,0.510506793
Gm16617,-0.379243603,0.298228673,0.420344409
Gm36684,-0.379395437,0.335004799,0.460353722
Gm33108,-0.379480037,0.391081545,0.51769224
Pcdhb14,-0.379486845,0.108188632,0.1830614
Tbl2,-0.379613043,2.23E-08,1.04E-07
Tmem243,-0.3799224,0.302110783,0.424682749
Gpr52,-0.379945629,0.393911369,0.520610695
Gm46240,-0.380331908,0.387848056,0.51456758
Slc50a1,-0.380515516,1.94E-08,9.07E-08
Gm51907,-0.380890365,0.258111641,
Htatsf1,-0.380899325,4.44E-10,2.37E-09
Anxa2,-0.381067415,2.55E-32,3.89E-31
Skp1,-0.381546491,8.30E-12,5.05E-11
Dgcr8,-0.381586788,9.13E-08,4.02E-07
1700018B08Rik,-0.381869846,0.248950958,
Sco2,-0.381869846,0.248950958,
5730408K05Rik,-0.381962112,0.382811491,0.509169202
4930429H19Rik,-0.382070778,0.372046383,0.498798558
Eif1b,-0.382278623,2.23E-06,8.55E-06
Cd109,-0.382306863,1.26E-16,1.02E-15
Adamts18,-0.382475872,0.310034843,0.43386535
Slfn3,-0.38249345,0.261905695,0.379222749
Adcy3,-0.382613394,2.48E-09,1.25E-08
Csnk2a1,-0.3826916,5.71E-10,3.03E-09
Gm33747,-0.382768359,0.18689775,
4930589L23Rik,-0.382768359,0.18689775,
LOC118568748,-0.382768359,0.18689775,
Ccnb1ip1,-0.382768359,0.18689775,
Uqcc2,-0.382790686,1.36E-05,4.76E-05
Gm3625,-0.382842909,0.231845099,0.344370257
Letmd1,-0.383039509,6.22E-05,0.000200651
Rtraf,-0.383092893,7.55E-10,3.96E-09
Sfxn4,-0.38318626,0.074022316,0.132613561
Gyg,-0.38334587,1.70E-13,1.15E-12
Gm41613,-0.383372257,0.285590991,0.406698973
Heca,-0.383525419,6.53E-07,2.65E-06
Sorbs3,-0.383563434,5.08E-11,2.91E-10
Gdi2,-0.383585306,4.63E-27,5.89E-26
Rpph1,-0.383600009,0.38260265,0.508947675
Exoc4,-0.38364737,6.91E-19,6.24E-18
Trpt1,-0.383675606,0.052993284,0.099804191
Col9a1,-0.383846485,0.098613012,0.169290432
Paip1,-0.384064214,1.16E-13,7.90E-13
Ugt2b34,-0.38422346,0.322718535,0.447765246
B930059L03Rik,-0.38440117,0.373557436,0.500336787
Klc4,-0.384464416,2.97E-05,0.000100136
Slc9a7,-0.384815504,0.201528663,0.306987307
Avl9,-0.384888396,2.52E-06,9.60E-06
Srgap1,-0.384939118,8.18E-07,3.28E-06
LOC118568163,-0.38532159,0.328407617,0.453683545
Cyp2d22,-0.385357328,0.1424824,0.230982201
Polr3gl,-0.385426785,0.000774896,0.002129223
Zhx3,-0.385486549,6.82E-05,0.000218741
Rps24,-0.385567552,1.98E-14,1.41E-13
Lrp1b,-0.385784796,0.353872739,0.480487526
LOC118567872,-0.385807359,0.058044644,0.107934904
Fuz,-0.385808857,0.008909293,0.020223022
Npc2,-0.385855237,3.51E-24,4.01E-23
Sec31a,-0.385930618,2.21E-30,3.13E-29
LOC118567938,-0.386002653,0.386155736,0.512682567
Gdf9,-0.386019688,0.366289047,0.493242956
AU040320,-0.386032265,1.82E-09,9.26E-09
Naa80,-0.386261451,3.32E-05,0.000111522
Itga2b,-0.386429164,0.025226155,0.051921611
ND5,-0.386505699,9.19E-23,9.86E-22
Cr1l,-0.386553623,1.03E-05,3.67E-05
Dpp7,-0.386575263,8.96E-09,4.32E-08
Prag1,-0.386601397,1.86E-07,7.98E-07
D930048N14Rik,-0.386715869,0.366373445,0.493322112
Gadd45g,-0.386838096,1.22E-09,6.32E-09
LOC118568415,-0.386943633,0.385177299,0.511748462
Extl3,-0.387096077,1.38E-17,1.16E-16
Septin14,-0.38723544,0.248270917,
Inpp5f,-0.387382554,1.22E-06,4.81E-06
Prkab2,-0.387463913,1.61E-06,6.27E-06
Pdxdc1,-0.38789284,2.20E-23,2.43E-22
Acadvl,-0.387992202,1.18E-14,8.56E-14
Naxe,-0.38816046,6.94E-10,3.65E-09
H2bc21,-0.388310315,0.160628028,0.255265838
Vwa8,-0.388376918,4.18E-10,2.23E-09
Tsacc,-0.388394932,0.177477306,0.276686902
Irak4,-0.388447808,0.000376345,0.001089273
Slc24a5,-0.388474578,0.374061059,0.500871997
Gm36856,-0.38848647,0.382520723,0.508873841
Pdzd7,-0.388543307,0.158372855,0.25238749
Ppdpf,-0.388598034,0.01198207,0.026561668
Hcfc2,-0.388727559,2.26E-08,1.05E-07
LOC100861749,-0.389011569,0.361846577,0.488353414
Ptpdc1,-0.389100566,9.98E-07,3.97E-06
Zfp286,-0.389135111,0.001944731,0.004987161
Zc3hav1l,-0.389148192,0.000131106,0.000403673
Bri3,-0.389174192,0.001370446,0.003620496
Rasip1,-0.389193115,0.283212229,0.403971105
Gm39902,-0.389410859,0.380876147,0.507316807
D330022H12Rik,-0.389550147,0.243705909,0.358441787
Asap3,-0.389668135,8.38E-07,3.35E-06
E130317F20Rik,-0.389720469,0.011559711,0.025734422
Gm46056,-0.389842291,0.342720758,0.468582925
Amh,-0.389918303,0.380234134,0.506722513
Snord59a,-0.389949636,0.293051859,0.414656216
Gsdme,-0.390125328,0.085833392,0.150429093
Pabpc4,-0.390146844,4.55E-09,2.25E-08
Socs1,-0.39020697,0.01807851,0.038519086
Nudcd3,-0.390254177,7.34E-12,4.48E-11
Gcnt4,-0.390261298,5.62E-05,0.000182487
Mir6954,-0.390313369,0.181581185,
Tmem43,-0.390510599,7.79E-22,8.03E-21
Actn1,-0.390570032,4.03E-36,6.93E-35
Gm41774,-0.390686421,0.375942682,0.502622709
Gm10961,-0.390771313,0.295328946,0.416997568
Laptm4a,-0.39083852,1.87E-31,2.78E-30
Slc15a2,-0.390928856,0.376802311,0.503352688
Slc25a12,-0.390929294,7.07E-10,3.71E-09
Mbp,-0.391093844,0.066354062,0.120950085
Smim41,-0.391234939,0.319696359,0.444599155
Gm15860,-0.391533339,0.329090296,0.454268206
Ube2r2,-0.39209389,6.79E-21,6.67E-20
Gm32328,-0.392236416,0.293871493,0.415602224
Prrc1,-0.392271222,9.25E-18,7.85E-17
Pde6d,-0.392292449,4.66E-07,1.91E-06
Pcdhb12,-0.392311089,0.378143867,0.504580326
Fchsd1,-0.392733748,0.00071885,0.001985421
Crim1,-0.392736092,2.69E-16,2.13E-15
Rusc1,-0.392790234,1.14E-05,4.02E-05
Tenm1,-0.392894489,0.240416167,0.354476724
CYTB,-0.393009105,3.99E-22,4.16E-21
Chst14,-0.393021013,1.89E-11,1.12E-10
Fam76a,-0.393100467,2.32E-08,1.08E-07
Morf4l1-ps1,-0.393193692,0.352424825,0.478994334
Myl6,-0.393397203,5.69E-15,4.18E-14
2010109A12Rik,-0.393565254,0.321997555,0.447105329
Asph,-0.393616208,1.44E-14,1.04E-13
Reep5,-0.39371372,4.51E-21,4.47E-20
Fgf22,-0.393776539,0.368159971,0.494931794
Abitram,-0.39383241,7.83E-07,3.14E-06
Gm35235,-0.393846771,0.349694173,0.476224019
Gprasp1,-0.393996191,4.69E-06,1.73E-05
Ppp1r3e,-0.394206977,0.111042564,0.187166877
Cgrrf1,-0.394490489,9.55E-06,3.41E-05
Nptx2,-0.394623238,0.031354543,0.063072607
Phactr2,-0.39465559,1.11E-05,3.92E-05
Rab18,-0.394706312,2.58E-21,2.59E-20
Plekhg6,-0.394761531,0.113000901,0.18998554
1700099I09Rik,-0.394818829,0.239420398,0.353387296
Tspan5,-0.394922389,1.89E-08,8.87E-08
ND2,-0.394996667,4.07E-21,4.05E-20
Elp4,-0.395031339,0.000961088,0.002600759
Ost4,-0.395230978,2.05E-05,7.05E-05
Stam2,-0.395287731,4.26E-10,2.28E-09
Zmat3,-0.395339653,1.24E-19,1.16E-18
Gpr17,-0.395344005,0.373500219,0.500329743
Gm51963,-0.395425992,0.349654058,0.476203063
Cbr4,-0.395472424,0.001906383,0.004895337
Jmjd8,-0.395551459,0.000222082,0.000663729
Gm41285,-0.395642263,0.36092038,0.487661677
Gstm7,-0.39568506,0.125574194,0.207876345
Pias1,-0.395760758,1.47E-10,8.17E-10
Trip10,-0.395861845,1.32E-08,6.29E-08
Atat1,-0.395868833,0.000121969,0.000377289
Gm33044,-0.395988608,0.238055843,
Fam120aos,-0.396000025,0.036081822,0.071274257
Lrrc58,-0.396055325,4.75E-11,2.73E-10
Smad2,-0.396207515,8.50E-14,5.85E-13
LOC118567823,-0.396339432,0.235484074,0.34875329
Slc7a2,-0.396362391,8.32E-12,5.06E-11
Ppp4r1l-ps,-0.396379871,0.021081502,0.044203446
Gm38641,-0.39689955,0.347676723,0.474113574
Hs6st1,-0.396902203,3.34E-14,2.35E-13
2810021J22Rik,-0.39699543,0.000177243,0.000538157
Six1,-0.397044834,2.38E-09,1.20E-08
Letm2,-0.397063882,0.078387324,0.139152132
Bcl7c,-0.397095324,3.44E-05,0.000115149
Cnksr3,-0.397247749,1.49E-09,7.65E-09
Socs2,-0.397273204,3.78E-05,0.000126024
A830012C17Rik,-0.397292861,0.307062121,0.430452937
Crtam,-0.397293557,0.368761976,0.495395291
Tmem104,-0.397381051,7.38E-07,2.97E-06
Slc17a5,-0.397398674,1.48E-07,6.42E-07
Wbp1,-0.397604125,4.14E-07,1.70E-06
Gm3325,-0.397672629,0.018825718,0.039912428
Rbfa,-0.398049178,0.010515179,0.023567069
Gm12589,-0.39808963,0.244472873,
Gpatch11,-0.398264223,7.32E-07,2.95E-06
Csf1,-0.398383267,4.60E-26,5.66E-25
Txndc5,-0.398815314,3.19E-30,4.49E-29
Kat6b,-0.398967587,2.17E-09,1.10E-08
Hdac5,-0.39907961,8.94E-10,4.66E-09
Tmem30c,-0.399189919,0.242790018,
Olfml2a,-0.399222941,0.040756296,0.079237383
Ascc1,-0.399237076,7.90E-06,2.85E-05
Slco3a1,-0.399333632,5.92E-08,2.65E-07
Vamp4,-0.399427993,4.83E-08,2.18E-07
Degs1,-0.399651717,2.02E-23,2.24E-22
Crtc3,-0.399745703,7.48E-09,3.64E-08
Scfd2,-0.399794315,0.003804061,0.009273723
Gm40715,-0.400088244,0.360356706,0.487094898
Gstp1,-0.400127844,1.60E-05,5.56E-05
Bcl11a,-0.400538081,0.019229048,0.040673502
Dennd11,-0.400547591,0.037688264,0.074019812
LOC118567396,-0.400618978,0.367794192,0.4945091
LOC118568499,-0.40071347,0.362700665,0.48936893
Yipf3,-0.400776527,7.82E-11,4.43E-10
Gm45978,-0.400806422,0.174702138,
Acy1,-0.401217778,0.000194785,0.00058808
Itgb1bp1,-0.401221256,5.41E-08,2.43E-07
2900009J06Rik,-0.401375366,0.35315763,0.479787162
Gm31513,-0.401572661,0.286502429,0.407785846
Ubl7,-0.40168482,1.13E-08,5.40E-08
Prr5,-0.40178244,4.04E-05,0.000133841
Gm35380,-0.40184018,0.346620027,0.473108086
Zfp619,-0.40190746,0.088843205,0.154984718
Kctd7,-0.402149981,0.000500959,0.00142049
Tbc1d9b,-0.402188348,4.21E-20,4.01E-19
Nectin3,-0.402192768,9.25E-12,5.60E-11
Slc41a3,-0.402220746,6.30E-05,0.000202768
Hddc2,-0.402524247,0.000467233,0.00133172
Col12a1,-0.402595662,4.93E-05,0.000161178
Stimate,-0.402620467,2.18E-06,8.37E-06
Phpt1,-0.402652399,9.60E-07,3.82E-06
Gm51767,-0.402703427,0.232694048,0.345444745
Sh2d4a,-0.402737694,0.02157247,0.045110119
Slc38a2,-0.40332779,7.15E-24,8.06E-23
Htr7,-0.403430331,0.102003114,0.174310379
Slc39a5,-0.403434297,0.350882573,0.477403787
Ahdc1,-0.403560036,3.36E-13,2.24E-12
Cog6,-0.403676634,4.54E-10,2.42E-09
Gm41585,-0.4037136,0.238660708,
Ulk1,-0.40375489,2.99E-12,1.87E-11
Tcaf1,-0.404205991,1.72E-15,1.31E-14
Slc26a6,-0.404280327,0.010725862,0.024005737
Echdc1,-0.404305396,0.003124379,0.007720351
Sds,-0.404355155,0.337754988,0.463306504
H2ac6,-0.404454156,0.314010449,0.438290132
Gm8098,-0.404478957,0.333757428,0.45922621
LOC118567498,-0.404615415,0.172109742,
Poglut1,-0.404644727,4.23E-13,2.81E-12
Gm28710,-0.404733341,0.311806333,0.435877053
Pcdhb8,-0.404861767,0.322812457,0.447849382
9530062K07Rik,-0.404885058,0.34616155,0.472582781
Gm52863,-0.404904452,0.355698891,0.482354946
Pkia,-0.405036931,2.00E-07,8.54E-07
Tep1,-0.405066553,5.56E-09,2.73E-08
Gm38882,-0.405096112,0.193015906,0.29664491
Dctn5,-0.405172941,1.23E-07,5.36E-07
Gm44148,-0.405327807,0.236265955,
Pter,-0.405396802,4.02E-05,0.000133337
Gm32655,-0.405435951,0.349187881,0.475756575
Atg4c,-0.405563761,9.26E-05,0.000291671
Proser2,-0.405651167,0.258349898,0.375315734
Gm30238,-0.40658839,0.231138252,
Nynrin,-0.406603857,1.41E-16,1.14E-15
B3galnt1,-0.40684583,6.70E-09,3.26E-08
Gtpbp6,-0.406895709,0.024854451,0.051249665
Upp2,-0.406923166,0.082530543,0.145501257
Mt2,-0.406954016,4.71E-10,2.50E-09
LOC115486880,-0.406996525,0.296033453,0.417861937
Map2k3,-0.407051881,1.20E-13,8.19E-13
Gm26760,-0.407052456,0.354658382,0.481302319
Scai,-0.407056438,2.33E-05,7.95E-05
Gm46551,-0.40712512,0.169454714,
Maoa,-0.407332619,1.94E-13,1.31E-12
Kcnh2,-0.407575458,0.016114541,0.034722526
Xndc1,-0.40762899,0.055856825,0.104461701
Echdc3,-0.407639349,0.07705966,0.137174599
Slc4a8,-0.407680407,0.0126192,0.02784523
Gm52505,-0.407716887,0.27158709,0.390219022
Pde1b,-0.407777269,0.052566687,0.099107373
2010320M18Rik,-0.407806043,0.008110561,0.018568865
Apbb2,-0.407815971,1.08E-10,6.05E-10
Wdr83os,-0.407866758,4.12E-05,0.000136524
Pkd1,-0.407903587,1.05E-18,9.32E-18
Niban1,-0.407956099,7.15E-20,6.76E-19
9430097D07Rik,-0.408016543,0.169027448,
Ccdc62,-0.408077492,0.121362101,0.202102266
Tada2b,-0.408103727,2.24E-06,8.59E-06
Fzd1,-0.408476503,7.54E-20,7.10E-19
Gas6,-0.408503579,1.70E-22,1.80E-21
Zscan21,-0.408699295,1.90E-06,7.33E-06
Rpain,-0.408709886,0.004515393,0.010867528
LOC105243553,-0.408731552,0.329904525,0.455131178
Numb,-0.408984864,1.83E-06,7.10E-06
Pgk1,-0.409193029,0.001208344,0.003217407
H2bc8,-0.409205743,0.356391168,0.483089634
Kbtbd3,-0.409215947,0.076007926,0.135590649
Spx,-0.409307404,0.315924377,0.440259593
Rtn2,-0.409350741,0.054103412,0.101606788
Dusp27,-0.409442806,0.000361639,0.001048759
Gtf2h5,-0.409496852,5.45E-08,2.45E-07
Ginm1,-0.409514971,6.08E-12,3.73E-11
Gm39335,-0.409636607,0.336145098,0.461657167
Abca7,-0.40979799,1.61E-05,5.62E-05
LOC115489886,-0.409811781,0.250062776,0.365843134
Abhd2,-0.410075105,6.31E-14,4.38E-13
Rufy2,-0.410098407,2.81E-07,1.18E-06
Add1,-0.410323219,1.24E-31,1.86E-30
Gm41442,-0.41032379,0.182274169,0.28284733
Pcdhgb4,-0.410422358,0.000291426,0.000855705
Gpsm1,-0.410423339,5.67E-13,3.73E-12
Cisd3,-0.410588861,0.037379461,0.073480763
Fibp,-0.410681385,2.69E-07,1.13E-06
Tmem120b,-0.41069571,0.005577019,0.013170793
4833438C02Rik,-0.410802701,0.248711756,0.36417089
Rps20,-0.410807348,4.72E-14,3.30E-13
Tmem98,-0.411105748,1.08E-08,5.20E-08
Chmp3,-0.411480803,7.38E-21,7.24E-20
Gng13,-0.411781759,0.338413092,0.464043983
LOC118567623,-0.411967333,0.353760236,0.480418555
Gm41603,-0.412089283,0.332228593,0.457648986
Gm49890,-0.412119547,0.084582637,0.148588616
Gm30622,-0.412485224,0.289310201,0.410447526
Prss36,-0.412530055,0.012486601,0.02758741
Gm40703,-0.412561439,0.352627233,0.479235613
Pard6b,-0.412741426,0.056505019,0.1055407
Lmod1,-0.412851908,5.05E-12,3.12E-11
Rcor3,-0.413030899,2.52E-07,1.06E-06
Gm21814,-0.413086691,0.342062905,0.468015735
Igsf9b,-0.413136184,1.74E-05,6.04E-05
Gm41698,-0.413216544,0.317248855,0.441817608
Carnmt1,-0.4132669,0.176153179,0.274944005
LOC115488029,-0.413275291,0.257710707,0.374641493
Gm30041,-0.413498434,0.26399134,0.381439659
Gm2027,-0.413550342,0.268960227,0.387051111
Vgll3,-0.413561925,5.54E-21,5.47E-20
Ddhd2,-0.413677278,7.19E-11,4.09E-10
Ccdc85b,-0.41373394,0.000103569,0.000324068
Dusp3,-0.413946125,7.78E-17,6.33E-16
Gm40232,-0.414030968,0.343002531,0.4689016
Klhdc2,-0.414078834,2.24E-13,1.50E-12
Gm39813,-0.414157547,0.220287208,0.330310755
Gcdh,-0.41434304,4.58E-05,0.000150581
A930012L18Rik,-0.41450899,0.351622051,0.478173216
Ttc28,-0.414534611,1.54E-15,1.17E-14
Plekhg5,-0.414601509,2.18E-09,1.11E-08
Anxa5,-0.414648058,9.41E-33,1.46E-31
Peak1,-0.414679117,6.11E-12,3.75E-11
1700057H21Rik,-0.414771009,0.16649205,
Jchain,-0.414771009,0.16649205,
Gm39166,-0.414771009,0.16649205,
Iqcn,-0.414771009,0.16649205,
Ocrl,-0.414852883,1.39E-11,8.29E-11
Creb5,-0.414861766,0.008072485,0.018490483
Trim13,-0.41487245,0.004849144,0.01159976
Gm46195,-0.415006663,0.174422925,0.272951257
Abl1,-0.415127115,1.86E-22,1.97E-21
Tigd2,-0.415159069,4.03E-05,0.000133754
Mfhas1,-0.41555033,2.87E-07,1.20E-06
Cntnap5b,-0.415592383,0.339188295,0.46480912
Tsen15,-0.415767702,0.005864056,0.013804651
Gm35410,-0.415958703,0.344386035,0.470592497
Spata2l,-0.416188453,0.067726665,0.123051682
Tgfb1i1,-0.416282039,1.92E-17,1.61E-16
Clic3,-0.41637959,0.308779738,0.432485476
Anxa9,-0.41640017,0.178384694,0.277908981
5031439G07Rik,-0.416552439,1.84E-15,1.40E-14
Galnt14,-0.416654346,0.094228967,0.162774456
Acox3,-0.416713746,1.08E-09,5.58E-09
LOC118567824,-0.416714578,0.340664074,0.466532703
Atp6ap1,-0.416854178,5.69E-30,7.95E-29
Tepp,-0.416912941,0.049336354,0.093751242
Slc25a16,-0.416913352,3.28E-07,1.37E-06
Gm33710,-0.416939599,0.294580861,0.416330285
Anks3,-0.417037753,2.00E-08,9.35E-08
Bhlhb9,-0.417046407,5.69E-07,2.31E-06
Ctsz,-0.417073501,7.83E-21,7.66E-20
Niban2,-0.417176841,2.58E-25,3.08E-24
Gm36493,-0.417187857,0.333986279,0.459412371
