Gene,log2FoldChange,pvalue,padj
Prdm16,-0.71920964,3.70E-09,1.54E-08
Swsap1,-1.122272981,3.70E-09,1.54E-08
Focad,-0.464596532,3.71E-09,1.54E-08
Rab7b,-0.718905124,3.71E-09,1.54E-08
Dbi,0.302273806,3.75E-09,1.56E-08
Crnkl1,0.34975776,3.76E-09,1.56E-08
Vav2,0.504638286,3.87E-09,1.61E-08
Golga3,-0.290114881,3.89E-09,1.61E-08
Snrpe,0.520816281,3.91E-09,1.62E-08
Med19,0.583705849,3.93E-09,1.63E-08
Setd5,0.268268069,4.01E-09,1.66E-08
Zfp473,1.822085149,4.09E-09,1.70E-08
Per1,0.437398874,4.10E-09,1.70E-08
Rhobtb3,-0.305439114,4.12E-09,1.71E-08
Zfp2,-1.2475524,4.13E-09,1.71E-08
Evl,-0.431191222,4.13E-09,1.71E-08
Bcl2a1b,-3.218108719,4.13E-09,1.71E-08
Fam221a,1.758290292,4.16E-09,1.72E-08
Tecr,-0.368315822,4.19E-09,1.73E-08
Tom1l2,-0.311892177,4.20E-09,1.74E-08
Ptn,0.227061972,4.20E-09,1.74E-08
Zfp558,-1.137910208,4.21E-09,1.74E-08
Cldn11,2.837436779,4.25E-09,1.76E-08
Rtn4r,0.984193525,4.26E-09,1.76E-08
Stimate,-0.480658603,4.26E-09,1.76E-08
Pcdh11x,-0.750768,4.32E-09,1.79E-08
Gjb2,-0.912816799,4.33E-09,1.79E-08
Sfswap,0.334229187,4.34E-09,1.79E-08
Gpt,1.0917348,4.36E-09,1.80E-08
Hykk,-0.864098373,4.39E-09,1.81E-08
Fbxo17,-0.639152327,4.40E-09,1.82E-08
Slc41a2,-0.464583084,4.42E-09,1.82E-08
Paip1,-0.29788401,4.45E-09,1.84E-08
Gm12258,-0.881678055,4.46E-09,1.84E-08
Rgs22,2.949303463,4.47E-09,1.84E-08
Pdpk1,-0.333108306,4.49E-09,1.85E-08
Dguok,-0.652963782,4.52E-09,1.86E-08
Syngr1,-1.452776037,4.52E-09,1.86E-08
Ppp2r5b,-0.401896263,4.58E-09,1.89E-08
Zscan2,-0.862384414,4.59E-09,1.89E-08
Ttll7,-0.726473584,4.67E-09,1.93E-08
2810408I11Rik,1.505212815,4.68E-09,1.93E-08
Utp20,0.310643079,4.69E-09,1.93E-08
Zdhhc7,-0.498542393,4.71E-09,1.94E-08
Psen1,-0.298842026,4.72E-09,1.94E-08
Gm33989,-0.488020083,4.76E-09,1.96E-08
Ptprz1,-0.49393101,4.77E-09,1.96E-08
Tubd1,0.760012941,4.79E-09,1.97E-08
Copb1,-0.228281555,4.81E-09,1.98E-08
Nedd1,0.47998501,4.85E-09,1.99E-08
Xpo4,0.478081601,4.86E-09,2.00E-08
Themis2,-2.018471719,4.88E-09,2.01E-08
Rnf122,-0.826280396,4.93E-09,2.03E-08
Tmem141,-0.921884229,4.96E-09,2.04E-08
Arsa,-0.327189255,4.97E-09,2.04E-08
Stard10,-0.834049678,5.00E-09,2.06E-08
Gm35611,3.19848369,5.01E-09,2.06E-08
Elmod2,-0.564197808,5.03E-09,2.07E-08
Miip,0.662156368,5.10E-09,2.09E-08
Armcx2,-0.233502935,5.14E-09,2.11E-08
Dlst,0.235408269,5.17E-09,2.12E-08
Phpt1,-0.493942874,5.22E-09,2.14E-08
Fnbp4,0.377709388,5.22E-09,2.14E-08
Ddx42,0.302978236,5.31E-09,2.18E-08
Cdk18,-0.552528099,5.34E-09,2.19E-08
Gpr89,-0.53888475,5.35E-09,2.19E-08
Grik1,1.55950933,5.37E-09,2.20E-08
Msl3,0.310377672,5.39E-09,2.21E-08
Mesd,0.254551614,5.43E-09,2.22E-08
Med24,0.38755312,5.43E-09,2.22E-08
Utp15,0.484572265,5.48E-09,2.24E-08
Brca2,0.739868302,5.49E-09,2.25E-08
Snx32,-0.703995536,5.52E-09,2.26E-08
Ccdc153,2.988092097,5.61E-09,2.30E-08
Exoc3,-0.323398894,5.64E-09,2.31E-08
Phlda3,-0.304488283,5.65E-09,2.31E-08
Arrb2,-0.702477385,5.72E-09,2.34E-08
Gpatch11,-0.515802843,5.76E-09,2.36E-08
Map2k6,-1.047300546,5.77E-09,2.36E-08
Gm10561,-1.400580158,5.81E-09,2.38E-08
Ttc8,0.440479654,5.84E-09,2.39E-08
Rdh10,-0.52693489,5.86E-09,2.40E-08
Arhgef10,-0.296161443,5.87E-09,2.40E-08
Erg28,0.397332222,5.99E-09,2.45E-08
Kalrn,-0.497411396,6.02E-09,2.46E-08
Map3k3,-0.313641433,6.04E-09,2.47E-08
Amn1,0.739064191,6.05E-09,2.47E-08
Rhobtb1,-0.660093168,6.15E-09,2.51E-08
Timm13,0.431688864,6.21E-09,2.53E-08
Ndn,-0.339272375,6.31E-09,2.58E-08
Nr2f2,-0.465859055,6.41E-09,2.61E-08
Sphk2,0.377397396,6.45E-09,2.63E-08
Rabep1,-0.284410011,6.52E-09,2.66E-08
Pcdhga6,-0.804918542,6.52E-09,2.66E-08
Ankrd37,-1.683233835,6.54E-09,2.66E-08
Chd7,1.583027962,6.55E-09,2.67E-08
Cops6,0.281018974,6.56E-09,2.67E-08
Rnf2,-0.322862684,6.59E-09,2.69E-08
Sesn3,-0.491967193,6.65E-09,2.71E-08
Hacd3,-0.35885288,6.67E-09,2.72E-08
Pitrm1,-0.262505149,6.81E-09,2.77E-08
Ube2k,0.305017474,6.86E-09,2.79E-08
Gm33318,1.683996574,6.92E-09,2.82E-08
F630028O10Rik,-3.183094657,6.93E-09,2.82E-08
Mbd5,-0.492906936,7.00E-09,2.85E-08
Slc4a4,-0.714616813,7.00E-09,2.85E-08
Atm,-0.436777609,7.00E-09,2.85E-08
Msantd2,0.521780078,7.04E-09,2.86E-08
Gstcd,0.590385209,7.12E-09,2.89E-08
Gcsh,-0.41315158,7.14E-09,2.90E-08
Dennd1c,-3.044209015,7.23E-09,2.94E-08
Cops4,-0.342522214,7.24E-09,2.94E-08
Ptprn,-0.495424502,7.29E-09,2.96E-08
Dnpep,-0.337438475,7.57E-09,3.07E-08
Kxd1,-0.470495511,7.61E-09,3.09E-08
Efna2,0.759168508,7.69E-09,3.12E-08
Tbx2,0.960316397,7.73E-09,3.14E-08
Pcdhac2,-1.023835046,7.77E-09,3.15E-08
Ankrd49,0.514696113,7.86E-09,3.19E-08
Atp5e,-0.382802816,7.88E-09,3.20E-08
H2-Ke6,-0.742208622,7.89E-09,3.20E-08
Itpa,0.543737586,7.91E-09,3.21E-08
Safb,0.316841018,7.99E-09,3.24E-08
Plau,-0.321533511,7.99E-09,3.24E-08
Pmaip1,0.492811882,8.07E-09,3.27E-08
Rhobtb2,-0.520689281,8.07E-09,3.27E-08
Gtf2f1,0.284816644,8.14E-09,3.30E-08
Caprin1,0.204762864,8.27E-09,3.35E-08
Slc35e3,-0.655833887,8.35E-09,3.38E-08
Gtf3c2,0.298078625,8.36E-09,3.38E-08
Gatd3a,-0.433284847,8.42E-09,3.41E-08
Mapk10,2.844286094,8.47E-09,3.43E-08
Aox4,2.862110509,8.61E-09,3.48E-08
Dhx9,0.29721711,8.75E-09,3.54E-08
G3bp2,0.244512571,8.77E-09,3.55E-08
Ctnnd2,-1.000498843,8.78E-09,3.55E-08
Prpf40b,0.454212606,8.89E-09,3.59E-08
AI182371,2.040271527,9.03E-09,3.65E-08
Ahsa2,-0.55468468,9.08E-09,3.67E-08
Osbpl10,0.757800782,9.09E-09,3.67E-08
Sytl5,1.261942689,9.14E-09,3.69E-08
Hnrnpab,0.20218518,9.15E-09,3.70E-08
Atp13a3,0.290101419,9.30E-09,3.76E-08
Slc41a1,-0.362573086,9.36E-09,3.78E-08
Mllt10,0.456265479,9.37E-09,3.78E-08
Scin,2.902742525,9.39E-09,3.79E-08
Ehbp1l1,0.27180253,9.51E-09,3.84E-08
Col20a1,-0.789350148,9.67E-09,3.90E-08
Birc2,0.47611144,9.70E-09,3.91E-08
Vps13a,0.488294071,9.83E-09,3.96E-08
Synpo2,-0.87446263,9.86E-09,3.97E-08
Rpl7a,-0.585645148,9.97E-09,4.02E-08
Stk10,-0.424639526,1.00E-08,4.04E-08
Igf2r,-0.231354545,1.01E-08,4.07E-08
Mrps26,0.527884883,1.01E-08,4.08E-08
Il6,2.312876649,1.03E-08,4.14E-08
Dock5,0.351636902,1.03E-08,4.16E-08
Dennd2a,0.399958666,1.04E-08,4.18E-08
Prdx3,-0.353757318,1.04E-08,4.18E-08
Nmnat1,0.745294653,1.06E-08,4.25E-08
Dcxr,0.351322913,1.06E-08,4.26E-08
Gm15867,-1.165043043,1.06E-08,4.26E-08
Fgd6,0.656485739,1.06E-08,4.26E-08
Cpsf1,0.349345518,1.07E-08,4.29E-08
Chmp4b,0.259967956,1.08E-08,4.33E-08
Pawr,-0.422628795,1.08E-08,4.33E-08
Cenpb,-0.268095697,1.08E-08,4.33E-08
Cd2ap,0.354705594,1.08E-08,4.36E-08
Fzd5,-0.40758618,1.10E-08,4.40E-08
Arhgef7,0.284821211,1.10E-08,4.42E-08
Tbc1d24,-0.494312824,1.10E-08,4.43E-08
Slc35b3,0.514090015,1.11E-08,4.44E-08
Slc22a17,-0.658143722,1.11E-08,4.46E-08
Acta1,-0.806264352,1.12E-08,4.50E-08
Gp1bb,-1.335623352,1.13E-08,4.54E-08
Neb,1.835619328,1.13E-08,4.55E-08
Csnk1a1,-0.20443356,1.14E-08,4.58E-08
Dpy19l2,3.072125877,1.14E-08,4.58E-08
Apcdd1,0.648221045,1.14E-08,4.58E-08
Ica1l,1.197871886,1.15E-08,4.60E-08
Slc35b4,-0.32149512,1.15E-08,4.62E-08
Mtch2,0.258284887,1.16E-08,4.64E-08
Tent5b,-0.807434183,1.16E-08,4.65E-08
Snrpb2,0.431214681,1.17E-08,4.68E-08
Psd3,-0.434216163,1.17E-08,4.68E-08
Trappc12,-0.423005371,1.18E-08,4.71E-08
Slc9a1,0.323942692,1.19E-08,4.78E-08
Dpp8,-0.271371427,1.19E-08,4.78E-08
Dctn5,-0.439753903,1.21E-08,4.82E-08
Fgf14,-1.623266255,1.21E-08,4.83E-08
1700020L24Rik,-1.907609305,1.21E-08,4.84E-08
Mul1,0.428660896,1.21E-08,4.86E-08
Tldc2,1.651421818,1.22E-08,4.88E-08
Rgs19,-0.391311113,1.22E-08,4.88E-08
H3f3b,0.221794256,1.22E-08,4.88E-08
Smarce1,-0.39665575,1.23E-08,4.91E-08
Fgd5,2.389969009,1.25E-08,4.97E-08
Slc9a9,-0.546585166,1.25E-08,4.99E-08
Dph3,-0.506431269,1.26E-08,5.05E-08
Scfd2,-0.827449934,1.28E-08,5.10E-08
Arel1,0.339827437,1.28E-08,5.12E-08
Socs7,0.460148862,1.33E-08,5.30E-08
Nipsnap1,-0.575373057,1.36E-08,5.43E-08
Fundc2,-0.322744794,1.38E-08,5.50E-08
Zbtb26,0.722674521,1.38E-08,5.50E-08
Rbm24,2.544862221,1.38E-08,5.50E-08
Vegfb,-0.490255414,1.40E-08,5.58E-08
Homer2,-1.044413122,1.40E-08,5.59E-08
Vsir,0.784082031,1.42E-08,5.66E-08
Peli1,0.490924815,1.43E-08,5.68E-08
Snx29,-0.668258372,1.46E-08,5.81E-08
B3gnt9,-0.421503093,1.47E-08,5.86E-08
Gcc1,-0.403859218,1.47E-08,5.87E-08
Rbms1,0.215300974,1.48E-08,5.88E-08
Srprb,-0.332823517,1.48E-08,5.88E-08
Mtpn,-0.190916539,1.48E-08,5.90E-08
Mthfd2l,-0.892845413,1.48E-08,5.90E-08
Mpped2,-0.872703825,1.49E-08,5.94E-08
Rp9,-0.5520896,1.50E-08,5.95E-08
Ccdc9,-0.481395418,1.50E-08,5.96E-08
Vps33b,0.529691501,1.53E-08,6.07E-08
Pkdcc,-0.508543041,1.53E-08,6.08E-08
Rps18,-0.446434835,1.54E-08,6.12E-08
Tesmin,1.538908071,1.54E-08,6.13E-08
Inhba,-0.312375397,1.57E-08,6.22E-08
Spg21,-0.307242341,1.58E-08,6.26E-08
Glt8d2,0.529269968,1.59E-08,6.30E-08
Nectin2,0.37874766,1.60E-08,6.34E-08
Spata33,1.109998581,1.62E-08,6.42E-08
Zswim7,0.929439963,1.62E-08,6.44E-08
Avpr1a,0.636889504,1.63E-08,6.47E-08
Blvrb,-0.735726183,1.65E-08,6.56E-08
Il33,0.868991344,1.67E-08,6.62E-08
Cox7a2l,-0.374793305,1.70E-08,6.73E-08
Inka1,0.580783799,1.70E-08,6.74E-08
Tmem38b,-0.661184062,1.70E-08,6.75E-08
Arg1,2.975772203,1.70E-08,6.75E-08
Ereg,-0.724132637,1.72E-08,6.83E-08
Csnk2a1,-0.364338716,1.73E-08,6.85E-08
Ms4a6c,-2.90246732,1.73E-08,6.86E-08
Msh2,-0.573524713,1.74E-08,6.90E-08
Ube2w,-0.411700345,1.74E-08,6.90E-08
Mrpl38,0.446999663,1.74E-08,6.90E-08
Ptpn12,0.313256528,1.75E-08,6.91E-08
Gm41604,3.037396217,1.75E-08,6.92E-08
Nicn1,-0.459528388,1.75E-08,6.92E-08
Zfp91,0.28635847,1.75E-08,6.93E-08
Ssh1,-0.426588721,1.78E-08,7.04E-08
Naip2,-2.089114695,1.78E-08,7.05E-08
Ccdc162,1.902420274,1.79E-08,7.06E-08
Dazap2,0.272823918,1.79E-08,7.08E-08
Rin2,-0.286690542,1.82E-08,7.18E-08
Pcdhgb2,-0.507381432,1.82E-08,7.18E-08
Atxn2l,0.213980792,1.82E-08,7.21E-08
Ppm1a,-0.274199768,1.82E-08,7.21E-08
Cenpq,0.703625998,1.83E-08,7.21E-08
Cactin,0.336658678,1.84E-08,7.26E-08
Slc29a3,-0.388874928,1.86E-08,7.33E-08
Etnk1,0.384561296,1.86E-08,7.33E-08
Lamtor1,-0.321360614,1.90E-08,7.50E-08
Shisa2,0.920103045,1.90E-08,7.50E-08
Dzip1,-0.301782668,1.91E-08,7.52E-08
Dcaf15,0.511076402,1.93E-08,7.60E-08
Sppl3,-0.326085973,1.93E-08,7.62E-08
Sltm,0.377342411,1.93E-08,7.62E-08
Chd9,-0.413357408,1.97E-08,7.77E-08
Sf3b2,0.191501289,1.97E-08,7.78E-08
Myef2,0.537905162,1.98E-08,7.80E-08
Paqr3,-0.740302775,1.99E-08,7.85E-08
Luc7l,0.343949165,2.00E-08,7.89E-08
Limd2,0.378680509,2.01E-08,7.92E-08
Gm2788,2.563152795,2.02E-08,7.96E-08
Tex2,0.456347653,2.03E-08,7.98E-08
Zfp207,0.237062251,2.04E-08,8.04E-08
Ralgps1,-0.913404132,2.06E-08,8.10E-08
Pdgfa,-0.352189435,2.06E-08,8.12E-08
Snrpd3,0.313355971,2.07E-08,8.14E-08
Gm47708,3.022816846,2.10E-08,8.27E-08
Zfr2,-1.1088897,2.11E-08,8.31E-08
Tars2,0.462146115,2.15E-08,8.46E-08
2210409E12Rik,3.08211391,2.16E-08,8.50E-08
Vwa8,-0.38166338,2.17E-08,8.53E-08
Psmd7,0.230085153,2.26E-08,8.90E-08
Syt5,1.99458675,2.30E-08,9.04E-08
Cacna1c,0.407667074,2.31E-08,9.09E-08
Mfsd6,-0.78980228,2.36E-08,9.26E-08
Bnc1,1.339144686,2.41E-08,9.45E-08
Mrpl45,-0.410013222,2.41E-08,9.48E-08
Gm30474,3.014145729,2.43E-08,9.52E-08
Mcm4,-0.364656847,2.44E-08,9.56E-08
Dctn1,-0.259879085,2.44E-08,9.58E-08
Xbp1,-0.267028791,2.44E-08,9.59E-08
Nkiras1,-0.741895355,2.48E-08,9.71E-08
Insm2,3.069524188,2.52E-08,9.87E-08
Hif1a,-0.233394844,2.52E-08,9.88E-08
Wdr81,-0.333654405,2.54E-08,9.95E-08
Jam3,-0.354057229,2.55E-08,1.00E-07
Art3,2.721841368,2.55E-08,1.00E-07
Col17a1,1.716113951,2.57E-08,1.01E-07
Tmtc4,-0.485047332,2.61E-08,1.02E-07
Fbxl14,0.432918851,2.63E-08,1.03E-07
BC029722,-0.543728626,2.63E-08,1.03E-07
Bcs1l,-0.641683778,2.66E-08,1.04E-07
Bms1,0.323634335,2.73E-08,1.07E-07
Ccdc107,-0.43896518,2.75E-08,1.08E-07
Kif7,-0.642644633,2.77E-08,1.08E-07
Map2k4,-0.310546012,2.79E-08,1.09E-07
Ankhd1,0.330041183,2.82E-08,1.10E-07
Cox7a2,0.340103438,2.89E-08,1.13E-07
Ube3b,-0.249152043,2.89E-08,1.13E-07
Klhl26,-0.376004756,2.89E-08,1.13E-07
Abca5,-0.39930524,2.89E-08,1.13E-07
Esco2,0.859605291,2.91E-08,1.14E-07
Scamp5,-0.384344009,2.97E-08,1.16E-07
Aunip,1.365048508,3.01E-08,1.18E-07
Smpd3,-1.253325322,3.01E-08,1.18E-07
Haus5,0.892529728,3.01E-08,1.18E-07
Akt1,-0.204381967,3.03E-08,1.18E-07
Mustn1,-1.487376859,3.07E-08,1.20E-07
Slc47a2,3.053218856,3.07E-08,1.20E-07
Ss18,0.305492118,3.08E-08,1.20E-07
Castor1,-0.578581983,3.09E-08,1.20E-07
Ddx43,2.368613875,3.10E-08,1.21E-07
Pcyt2,0.448548134,3.15E-08,1.23E-07
Fcsk,-0.580967035,3.19E-08,1.24E-07
Aifm3,2.835632544,3.19E-08,1.24E-07
A430108G06Rik,2.861299723,3.19E-08,1.24E-07
Herc3,0.631278469,3.26E-08,1.27E-07
Pomgnt2,-0.690633965,3.28E-08,1.28E-07
Adora2b,1.164431705,3.31E-08,1.29E-07
Mis18bp1,0.725352703,3.33E-08,1.30E-07
Mical2,-0.249648166,3.40E-08,1.32E-07
Accs,-0.800492021,3.41E-08,1.33E-07
Trim35,-0.202900117,3.42E-08,1.33E-07
Tmem170b,0.633149982,3.43E-08,1.33E-07
Tubb2b,0.412265474,3.44E-08,1.34E-07
Pop4,0.541050235,3.46E-08,1.35E-07
Panx1,0.669500136,3.46E-08,1.35E-07
Cd300a,-2.415941573,3.48E-08,1.35E-07
Pigb,-0.652747903,3.51E-08,1.37E-07
Tmem263,0.40132325,3.52E-08,1.37E-07
Stx6,-0.36455274,3.53E-08,1.37E-07
Plekhj1,0.449840262,3.55E-08,1.38E-07
Btbd1,0.352667818,3.56E-08,1.38E-07
Tbc1d2,0.58251758,3.59E-08,1.39E-07
Tnf,-3.043854086,3.59E-08,1.39E-07
Ttc30a1,1.003669534,3.68E-08,1.43E-07
Pilra,-2.388200959,3.69E-08,1.43E-07
Pbk,0.659230333,3.72E-08,1.44E-07
Serpinb9,-0.427152033,3.72E-08,1.44E-07
Gstm6,2.041517743,3.73E-08,1.45E-07
Exosc10,0.293230956,3.73E-08,1.45E-07
Dusp4,0.828164144,3.73E-08,1.45E-07
Mrpl57,0.508770388,3.74E-08,1.45E-07
Slc39a7,-0.208919611,3.75E-08,1.45E-07
Matr3,0.231502312,3.75E-08,1.45E-07
Hrh1,2.427109828,3.78E-08,1.47E-07
Mbnl1,-0.22339065,3.79E-08,1.47E-07
Ddx3x,0.228936316,3.79E-08,1.47E-07
Lysmd2,-0.71324579,3.84E-08,1.49E-07
Map4k1,1.176432493,3.84E-08,1.49E-07
Sh2b3,-0.41862035,3.85E-08,1.49E-07
Mtarc2,-0.438201008,3.86E-08,1.49E-07
Rac3,-0.706523142,3.90E-08,1.51E-07
Dlg2,-1.135912283,3.91E-08,1.51E-07
Naxe,-0.338761513,3.93E-08,1.52E-07
Bet1l,-0.380715651,3.94E-08,1.53E-07
Aldh16a1,0.419808105,3.95E-08,1.53E-07
Itgb3,0.425458213,3.96E-08,1.53E-07
Ncam1,-0.274428616,3.96E-08,1.53E-07
Unc93b1,0.516234283,4.01E-08,1.55E-07
Tmem132e,1.824697409,4.02E-08,1.56E-07
Ctla2b,-1.609013917,4.07E-08,1.57E-07
R3hdm4,-0.329122857,4.10E-08,1.58E-07
Ppp1r15b,0.252227126,4.11E-08,1.59E-07
Larp6,-1.103322717,4.12E-08,1.59E-07
Lzic,0.331943166,4.16E-08,1.61E-07
Gstp1,-0.534944856,4.20E-08,1.62E-07
Adcyap1,2.133791614,4.21E-08,1.62E-07
Zscan29,0.429795584,4.23E-08,1.63E-07
Zkscan17,-0.43091148,4.24E-08,1.64E-07
Gm19437,2.906405778,4.30E-08,1.66E-07
Serpinb2,2.640643613,4.31E-08,1.66E-07
Gm4544,1.796628819,4.36E-08,1.68E-07
Atic,-0.27268078,4.38E-08,1.69E-07
Ormdl3,-0.273784348,4.42E-08,1.70E-07
Casp9,-0.483613424,4.46E-08,1.72E-07
Gm42146,1.888693808,4.50E-08,1.73E-07
Ankk1,2.586115632,4.54E-08,1.75E-07
Cebpa,-0.590757001,4.55E-08,1.75E-07
Ogfrl1,-0.738247446,4.58E-08,1.76E-07
Scaf4,0.332654158,4.67E-08,1.80E-07
Chka,-0.574364934,4.68E-08,1.80E-07
Scfd1,-0.303907921,4.72E-08,1.82E-07
Fndc3c1,1.406411632,4.78E-08,1.84E-07
Cltb,-0.352815822,4.80E-08,1.85E-07
Scap,0.27922901,4.82E-08,1.86E-07
Zfp661,-1.052642275,4.85E-08,1.86E-07
Lrfn4,-0.38062129,4.86E-08,1.87E-07
Znrd2,0.672878301,4.92E-08,1.89E-07
Ccdc93,-0.420877975,4.97E-08,1.91E-07
Polr3f,0.503827889,4.98E-08,1.91E-07
Gm11837,2.494676615,4.98E-08,1.91E-07
H60c,-1.903639607,5.00E-08,1.92E-07
Fancb,0.847474754,5.01E-08,1.92E-07
Abcb7,0.596865706,5.02E-08,1.93E-07
Ubr3,-0.294474844,5.02E-08,1.93E-07
Rcbtb1,0.333595818,5.03E-08,1.93E-07
Mpv17l,-1.00668543,5.04E-08,1.93E-07
Pcdhgc3,-0.240370327,5.08E-08,1.95E-07
Lrrc15,0.349811063,5.09E-08,1.95E-07
Nxt1,0.687960415,5.13E-08,1.97E-07
Slc44a3,2.09386109,5.20E-08,1.99E-07
Ralb,0.29470023,5.23E-08,2.01E-07
Acot11,-0.567430666,5.28E-08,2.02E-07
Ric3,-1.182271525,5.34E-08,2.05E-07
Wdr41,-0.446160521,5.36E-08,2.05E-07
Snx15,-0.541887294,5.37E-08,2.06E-07
Rbm41,0.592774447,5.45E-08,2.09E-07
Tfap2e,2.940568975,5.46E-08,2.09E-07
Stxbp4,0.347157252,5.48E-08,2.10E-07
Tor1aip2,0.280497085,5.49E-08,2.10E-07
Rap1b,-0.255711511,5.50E-08,2.11E-07
Atox1,-0.405538378,5.62E-08,2.15E-07
Cdyl,0.394681822,5.63E-08,2.15E-07
Gpr157,-1.235033923,5.64E-08,2.16E-07
Fam89b,-0.396973817,5.64E-08,2.16E-07
Lpar6,0.617384197,5.67E-08,2.17E-07
Chfr,0.36088679,5.68E-08,2.17E-07
Ankrd26,0.590909409,5.72E-08,2.19E-07
Gabra2,2.712012603,5.74E-08,2.19E-07
Pakap,-0.201588679,5.74E-08,2.19E-07
Dock10,0.561092765,5.74E-08,2.19E-07
Dchs1,0.36399313,5.76E-08,2.20E-07
Mgat4b,0.360139771,5.99E-08,2.29E-07
Zfp385b,2.09073417,6.10E-08,2.33E-07
Fam193b,0.392098467,6.20E-08,2.37E-07
Arl2bp,0.314349954,6.21E-08,2.37E-07
Tbc1d22a,-0.480498154,6.27E-08,2.39E-07
Frrs1,0.404347129,6.29E-08,2.40E-07
Lztr1,-0.241616471,6.34E-08,2.42E-07
Sele,2.54468172,6.35E-08,2.42E-07
Ptp4a3,-0.324123866,6.36E-08,2.43E-07
Arhgap10,0.38363276,6.41E-08,2.44E-07
Ints11,0.373514208,6.47E-08,2.47E-07
Pkn2,0.282196783,6.54E-08,2.49E-07
Hmg20b,-0.37654014,6.55E-08,2.50E-07
Rab14,-0.239932286,6.58E-08,2.51E-07
Usp29,1.715054444,6.60E-08,2.51E-07
Pfdn1,-0.350985097,6.63E-08,2.52E-07
Nudt16,-0.685744588,6.71E-08,2.56E-07
Mtmr3,-0.265190997,6.77E-08,2.58E-07
Tnfsf10,2.827647582,6.78E-08,2.58E-07
Cldn3,2.985847418,6.80E-08,2.59E-07
Snx11,0.423090548,6.81E-08,2.59E-07
Myc,-0.443396112,6.86E-08,2.61E-07
Svop,1.035041097,6.93E-08,2.64E-07
Zfp28,-0.746367927,6.93E-08,2.64E-07
Arhgef10l,-0.378279205,6.94E-08,2.64E-07
Grcc10,0.342613635,6.94E-08,2.64E-07
Golga5,-0.327898882,6.95E-08,2.64E-07
Krt8,2.862867942,6.97E-08,2.65E-07
Wbp1,-0.405784721,6.97E-08,2.65E-07
Pacrgl,0.689943762,7.06E-08,2.68E-07
Taf15,-0.255971132,7.07E-08,2.69E-07
Tkfc,0.445785319,7.11E-08,2.70E-07
Zfp950,-0.582867889,7.17E-08,2.72E-07
Gprasp1,-0.457091748,7.22E-08,2.74E-07
Chrna7,1.523198633,7.25E-08,2.75E-07
Grp,2.97941026,7.26E-08,2.75E-07
Prrx1,-0.180803784,7.29E-08,2.77E-07
Pax1,-0.669764852,7.30E-08,2.77E-07
Meis3,-0.528677349,7.34E-08,2.79E-07
Ttc3,-0.281299092,7.49E-08,2.84E-07
Phf1,-0.505127008,7.49E-08,2.84E-07
Zfand5,-0.374044548,7.51E-08,2.85E-07
Pcnx,-0.29455267,7.56E-08,2.86E-07
Mbnl2,-0.223345381,7.58E-08,2.87E-07
Ust,-0.473560325,7.63E-08,2.89E-07
Alox5,1.875459555,7.65E-08,2.90E-07
Dipk1a,0.822720315,7.68E-08,2.91E-07
Cracdl,2.379105059,7.70E-08,2.92E-07
ND2,-0.227901032,7.77E-08,2.94E-07
Cep72,1.028861935,7.79E-08,2.95E-07
Timm29,0.355327062,7.83E-08,2.96E-07
Tmppe,0.479971314,7.84E-08,2.97E-07
Dmrt2,1.234012813,7.91E-08,2.99E-07
Trp53,0.278095072,7.91E-08,2.99E-07
Anxa1,-0.185641155,8.04E-08,3.04E-07
Nhs,-0.514028423,8.06E-08,3.05E-07
Ahi1,0.402835414,8.12E-08,3.07E-07
Rps6ka3,-0.340282963,8.14E-08,3.08E-07
Dync2h1,0.512762052,8.17E-08,3.09E-07
Rbm25,0.267457801,8.17E-08,3.09E-07
Kcnd2,0.882653255,8.24E-08,3.11E-07
Rbpj,-0.460901197,8.28E-08,3.13E-07
Rasl12,-1.397035103,8.31E-08,3.14E-07
Sh3bp4,-0.358697695,8.33E-08,3.15E-07
Ensa,-0.240054814,8.35E-08,3.15E-07
Dyrk1a,0.313269152,8.38E-08,3.16E-07
Bbs12,1.00154345,8.40E-08,3.17E-07
Ap2a1,0.23091855,8.41E-08,3.17E-07
Mfsd5,-0.336106455,8.50E-08,3.21E-07
Ube2e3,0.316845974,8.51E-08,3.21E-07
4930581F22Rik,1.347782471,8.61E-08,3.25E-07
Uso1,-0.247035066,8.71E-08,3.28E-07
Sod2,-0.381099592,8.73E-08,3.29E-07
Tac1,2.316104151,8.74E-08,3.29E-07
Slc22a21,-1.042328297,8.74E-08,3.29E-07
Zfp157,-0.582934438,8.83E-08,3.33E-07
Apbb1,-0.538306737,8.84E-08,3.33E-07
Mgat2,0.235281464,8.85E-08,3.33E-07
Ap1s2,0.407313113,8.85E-08,3.33E-07
Mettl22,-0.864005181,8.88E-08,3.34E-07
Phlpp2,0.51031978,8.92E-08,3.36E-07
Cnst,-0.47021006,8.96E-08,3.37E-07
Tbkbp1,0.534896147,8.96E-08,3.37E-07
Ccl7,0.514104081,9.00E-08,3.39E-07
2410002F23Rik,-0.409230943,9.15E-08,3.44E-07
Gpr50,2.837210829,9.17E-08,3.45E-07
Cdk12,0.336130267,9.17E-08,3.45E-07
Arhgap22,-0.827882823,9.22E-08,3.46E-07
Kitl,0.442374212,9.22E-08,3.47E-07
Foxn2,-0.459954106,9.31E-08,3.50E-07
Ankrd40,-0.26530663,9.39E-08,3.53E-07
