Gene,log2FoldChange,pvalue,padj
Sulf1,-1.417564781,0,0
Col3a1,-1.24015206,0,0
Map2,-1.875037681,0,0
Fn1,-1.626660614,0,0
Inhbb,3.022673469,0,0
Fmod,-2.082807085,0,0
Ildr2,4.656862444,0,0
Dtl,2.814999015,0,0
Plxdc2,-1.414646309,0,0
Tubb4b,1.648775645,0,0
Col5a1,-1.23111164,0,0
Cntrl,2.431684991,0,0
Thbs1,-1.521623331,0,0
Cep152,4.037823271,0,0
Thbd,-2.400373896,0,0
Ccn5,-2.418421857,0,0
Lama5,-1.606421144,0,0
Plk4,3.453208494,0,0
Ptx3,-1.973913823,0,0
Penk,-3.307940032,0,0
Melk,2.805552972,0,0
Wdr78,4.240991102,0,0
Podn,-2.196264196,0,0
Agrn,1.570749116,0,0
Sema3c,-1.891781025,0,0
Sod3,-2.432904342,0,0
Eln,-2.127471992,0,0
Medag,-2.281106705,0,0
Col1a2,-1.2219571,0,0
Cav2,2.176311328,0,0
Mest,-1.40303766,0,0
Ccnd2,-1.706272722,0,0
Lig1,2.229078829,0,0
Ruvbl2,2.089841762,0,0
E2f8,3.35644831,0,0
Pcsk6,2.075258998,0,0
Prss23,-1.921857866,0,0
Rrm1,1.653385369,0,0
Dkk3,-1.294842856,0,0
Ccp110,3.073889091,0,0
Htra1,-1.727646739,0,0
Pidd1,2.909131763,0,0
Ccnd1,-1.646311575,0,0
Crlf1,-2.819981972,0,0
Tppp3,4.623514304,0,0
Mmp13,3.199226023,0,0
Hyls1,3.680261212,0,0
Crabp1,1.966480338,0,0
Itga11,-2.103502265,0,0
Kif9,4.117036072,0,0
Ccn2,-1.751045006,0,0
Rspo3,-2.074545305,0,0
Cdk1,2.262434538,0,0
Timp3,-1.49905491,0,0
Cep83,2.543394747,0,0
E2f7,4.156457112,0,0
Lyz2,-4.020160729,0,0
Sparc,-1.400053882,0,0
Col1a1,-1.223033722,0,0
Foxj1,10.02670882,0,0
Timp2,-2.286980609,0,0
Rab15,4.962852037,0,0
Ltbp2,-2.140166485,0,0
Fbln5,-1.299349671,0,0
Ogn,-1.9484028,0,0
Il6st,-1.762367558,0,0
Ccno,8.276508934,0,0
Itgbl1,-1.795624834,0,0
Rspo2,-1.922228132,0,0
Tbc1d31,2.190295818,0,0
Ccdc80,-1.458932454,0,0
Abi3bp,-2.6426629,0,0
App,-1.218026168,0,0
Fndc1,-2.221823484,0,0
Phf10,1.633008941,0,0
Wdr90,3.140788247,0,0
Cdsn,-4.542713854,0,0
Galnt1,1.662565306,0,0
Lox,-1.830124584,0,0
Mpeg1,-4.319827434,0,0
Gpc4,-1.257148243,0,0
Bgn,-1.44140994,0,0
Fads2,1.385992394,2.83E-306,7.06E-304
Rnf157,2.688364142,1.56E-302,3.83E-300
Pcnt,2.127469954,8.15E-299,1.99E-296
Serpine2,-1.165499973,8.83E-299,2.13E-296
Hsp90aa1,1.721347034,1.84E-298,4.38E-296
Gpm6b,-2.029406487,7.94E-293,1.87E-290
Cep120,1.865032507,1.64E-290,3.81E-288
Stil,3.206541015,3.98E-290,9.16E-288
H2-K1,1.964610305,1.63E-289,3.71E-287
Myo7a,-1.786909882,1.54E-288,3.46E-286
Svep1,-1.563186416,8.14E-288,1.81E-285
Mgp,-1.608342398,2.79E-287,6.08E-285
Npr3,-2.107341411,2.78E-287,6.08E-285
Ssc5d,-1.760138926,2.36E-286,5.09E-284
Cdc20b,8.77309502,9.75E-286,2.08E-283
Mns1,4.725791353,5.87E-283,1.24E-280
Pdgfrl,-1.802747519,2.27E-282,4.75E-280
Drc1,5.774747574,1.48E-279,3.05E-277
Hspa4l,2.553555081,2.21E-278,4.54E-276
Mamdc2,2.798882693,4.84E-278,9.83E-276
Comp,-3.566429528,5.53E-278,1.11E-275
Clstn1,-1.511053167,6.22E-278,1.24E-275
Wdr35,1.641824338,1.39E-275,2.75E-273
H19,-1.267837624,5.34E-275,1.04E-272
Cds1,4.602173168,2.20E-274,4.26E-272
Cep126,3.843740888,7.64E-274,1.46E-271
Igfbp3,-1.190512694,2.23E-273,4.24E-271
Gas2,-1.567415055,3.14E-272,5.91E-270
Cemip,-1.592272264,1.86E-271,3.47E-269
Rif1,2.31097935,2.48E-271,4.59E-269
Cxcl14,-2.071187594,5.76E-271,1.06E-268
Mcidas,12.21195137,8.91E-270,1.62E-267
Glis2,-1.793840219,2.07E-268,3.72E-266
Ccdc39,3.793840159,4.45E-262,7.94E-260
Tmem107,3.38464665,1.04E-259,1.84E-257
Scrib,1.733224774,4.24E-259,7.44E-257
Sema3f,-1.745851667,5.37E-259,9.34E-257
Prrg4,2.836026935,3.18E-258,5.48E-256
Pisd-ps3,-2.58045109,2.98E-255,5.10E-253
Megf6,-1.632270771,5.14E-255,8.72E-253
Grb10,-1.067404596,8.82E-255,1.48E-252
Cdkn1c,2.071664256,1.13E-254,1.89E-252
Col4a2,-1.124783916,2.11E-254,3.50E-252
P4ha1,-1.171152296,5.27E-253,8.66E-251
Sorcs2,-1.594289532,1.07E-252,1.74E-250
Cd55,2.251316092,1.21E-251,1.96E-249
Prss35,-2.149367557,8.95E-251,1.44E-248
Tctn2,2.3876689,6.57E-249,1.05E-246
Cpe,-1.077078249,2.43E-248,3.85E-246
Lcp1,-3.776375872,2.07E-246,3.25E-244
Adamtsl3,-1.612156812,1.11E-245,1.73E-243
Col8a2,-1.604830965,5.52E-243,8.53E-241
2310022B05Rik,-1.454656186,3.76E-242,5.76E-240
Cracd,2.519763833,2.51E-240,3.82E-238
Hap1,7.018121192,3.42E-239,5.16E-237
Iqcg,5.521432618,6.08E-239,9.13E-237
Ift80,2.200141668,4.70E-238,7.00E-236
Cd248,-1.229424394,1.36E-236,2.01E-234
Clip3,-1.6746143,2.46E-235,3.62E-233
Nek2,2.734000517,1.81E-234,2.64E-232
Kif24,3.482530353,4.22E-233,6.11E-231
Ltbp3,-1.20733261,1.46E-230,2.10E-228
Gpc6,-1.566106936,1.81E-230,2.58E-228
Igfbp2,-1.813014891,4.30E-229,6.10E-227
Rsph1,4.798212104,1.83E-227,2.58E-225
Myo5c,3.590996302,3.46E-227,4.84E-225
Ctsl,-1.034150722,3.43E-221,4.77E-219
Igfbp5,-1.113217495,2.94E-219,4.05E-217
Cfap298,2.523731677,2.49E-218,3.41E-216
Cavin2,-1.457906218,3.95E-218,5.39E-216
Mdm1,3.205259615,4.48E-218,6.06E-216
Col5a2,-0.909768876,3.47E-217,4.66E-215
Nelfe,1.830156108,4.66E-217,6.23E-215
Serpine1,-1.296349802,6.07E-217,8.05E-215
Mrc2,-1.003699655,7.30E-216,9.62E-214
Sema3b,-2.338545672,2.33E-214,3.05E-212
Rcn1,-1.084272015,6.11E-214,7.96E-212
Myb,8.361615079,1.14E-213,1.48E-211
Ankrd54,2.245910921,3.34E-213,4.30E-211
Hmgcr,1.363218986,1.78E-212,2.27E-210
Rttn,2.958943782,1.94E-212,2.46E-210
Cfap45,4.814576181,4.33E-212,5.47E-210
Efhc1,3.042201585,1.73E-208,2.17E-206
Spag5,2.274505859,3.18E-208,3.96E-206
Nudc,1.526353035,3.27E-208,4.06E-206
Pmepa1,-1.30352361,4.19E-208,5.16E-206
Cfap126,6.345229788,9.42E-204,1.15E-201
Cep128,2.627229199,2.98E-203,3.63E-201
Aqp1,-2.327778827,3.04E-202,3.68E-200
Traf3ip1,2.392949911,3.70E-202,4.46E-200
Lrrtm3,-3.73312254,6.80E-202,8.13E-200
Cdt1,2.551681826,7.11E-202,8.46E-200
Cxcl15,-3.033402466,7.97E-202,9.43E-200
Sh3pxd2a,-1.293984864,2.78E-201,3.27E-199
Dnaic2,4.915989049,3.47E-201,4.06E-199
Arsi,-2.177947218,2.31E-199,2.69E-197
Resf1,1.812772641,5.03E-198,5.82E-196
Cacna1h,-2.476188424,2.39E-197,2.75E-195
Map9,2.428862458,4.31E-197,4.93E-195
Ift22,2.114173103,2.74E-196,3.12E-194
Tpm1,-0.986153312,9.23E-196,1.04E-193
Drc3,5.712019346,1.21E-195,1.36E-193
Nqo1,2.397433262,1.24E-194,1.39E-192
Efemp1,-1.265478342,3.81E-193,4.24E-191
Pola2,1.992374554,1.66E-192,1.84E-190
Cyb5r3,-1.100245975,2.37E-192,2.61E-190
Tmx1,1.455550683,8.58E-192,9.39E-190
Masp1,-1.348564122,4.09E-191,4.45E-189
Iqgap2,2.440684467,6.67E-191,7.23E-189
Palld,-1.169890063,1.42E-190,1.53E-188
Cdh13,-2.15894417,2.75E-190,2.95E-188
Reck,-1.78321375,8.06E-190,8.60E-188
Fzd8,-1.966282992,1.16E-189,1.23E-187
Fbln2,-0.958826461,1.47E-189,1.55E-187
Slc44a1,1.278918141,1.53E-189,1.61E-187
Ccdc40,5.055277601,1.85E-189,1.93E-187
Nme5,5.462214068,2.17E-189,2.26E-187
Lmln,3.090423076,3.24E-189,3.36E-187
Cacng7,-1.932402748,1.82E-188,1.88E-186
Prdx4,1.343511525,3.32E-188,3.40E-186
Il1rn,-1.061273375,6.28E-188,6.41E-186
Gas5,-1.275641756,9.79E-188,9.93E-186
Dhrs3,-2.356842236,1.38E-187,1.39E-185
Zwilch,2.255328025,2.64E-186,2.66E-184
Mfge8,-1.378282871,2.95E-186,2.95E-184
Nsd2,1.57679654,1.14E-185,1.13E-183
Pdgfrb,-1.048492801,2.09E-185,2.07E-183
Prnp,-1.120640456,3.06E-185,3.01E-183
Casp7,2.526214235,8.33E-185,8.18E-183
Plcxd2,-2.503343683,1.00E-183,9.77E-182
Fads1,1.077827864,4.24E-183,4.13E-181
Csf1r,-4.788190633,3.62E-182,3.50E-180
Oscp1,2.811361749,5.39E-182,5.19E-180
C1qtnf1,-1.930960022,5.73E-182,5.49E-180
Hspg2,-1.073070159,6.72E-182,6.41E-180
Synpo,-1.197292452,2.31E-181,2.19E-179
Jcad,-1.355346075,4.42E-181,4.17E-179
Kif27,5.851733328,1.91E-180,1.80E-178
2410004P03Rik,8.107335759,8.84E-179,8.28E-177
Dxo,2.272317586,1.54E-177,1.43E-175
Hmgcs1,1.07536902,4.88E-177,4.53E-175
Cxcl12,-0.844735546,5.76E-177,5.33E-175
Ctsd,-0.986845877,2.74E-176,2.52E-174
Nupr1,-1.447309967,9.86E-176,9.04E-174
Itih2,-2.22063959,1.10E-175,1.00E-173
Plod1,-1.285988447,1.98E-175,1.80E-173
Vcl,-1.000895722,2.46E-175,2.23E-173
Amotl2,-1.261454403,4.32E-175,3.89E-173
Sgcd,-1.519379022,8.75E-175,7.84E-173
Aurka,2.00428481,1.33E-174,1.18E-172
Atp6ap1,-1.018278695,4.97E-174,4.42E-172
Erlin1,1.674967686,8.07E-174,7.14E-172
Phldb2,-1.116732694,9.39E-174,8.27E-172
Adamtsl4,-2.006275291,1.38E-172,1.21E-170
Fbn1,-1.2070124,1.76E-171,1.54E-169
Plpp3,-1.504343932,1.88E-171,1.63E-169
Dhx58,3.627024818,2.73E-171,2.37E-169
Igfbp4,-1.087483446,3.43E-171,2.96E-169
Pcdhgc4,3.855257496,1.63E-170,1.40E-168
Nup205,1.275070607,3.91E-170,3.34E-168
Prkar2b,1.811409019,3.89E-169,3.31E-167
Ltbp1,-1.031628885,1.26E-168,1.07E-166
Tgfb2,-1.392177685,3.48E-168,2.94E-166
Rfx2,3.942344433,4.71E-168,3.96E-166
Matn2,1.148313123,8.10E-167,6.79E-165
Itga6,1.572266633,2.65E-166,2.21E-164
Paqr4,2.384398733,1.14E-165,9.49E-164
Lrp1,-1.166821743,2.31E-165,1.92E-163
Ddah1,-1.339613882,3.82E-165,3.15E-163
Aplp2,-0.979544272,4.24E-165,3.48E-163
Edil3,-1.575878367,4.37E-165,3.58E-163
Shisa8,8.377912763,5.60E-165,4.56E-163
Fam20a,-1.760287174,1.02E-164,8.28E-163
Stk36,2.335906502,1.19E-164,9.65E-163
Cfap69,4.385413131,2.38E-164,1.92E-162
Ctsk,1.218828933,4.15E-164,3.33E-162
Cpxm1,-1.559201132,1.82E-163,1.46E-161
Acsl3,1.680907301,2.94E-163,2.34E-161
Ckap2l,1.640775255,3.68E-163,2.92E-161
Jade3,2.244847218,2.98E-162,2.36E-160
Snhg12,-1.761828456,6.68E-162,5.26E-160
Agtr1a,-3.254049109,7.41E-162,5.81E-160
Sdc2,-0.867288664,1.54E-161,1.20E-159
Tpm2,-1.181246403,2.38E-161,1.85E-159
Mcm3,1.453448265,5.10E-161,3.95E-159
Ncaph,1.890057331,6.63E-161,5.12E-159
Bicc1,-1.280163867,6.90E-161,5.31E-159
Fkbp5,1.882050359,1.13E-160,8.63E-159
Ccdc65,3.516760623,6.64E-160,5.07E-158
Cd24a,1.677433664,2.20E-159,1.68E-157
Cpq,-1.382045138,3.36E-159,2.55E-157
Cln6,1.690934077,4.66E-159,3.52E-157
Aebp1,-0.956256662,7.95E-159,5.98E-157
Apod,2.809099803,1.21E-158,9.07E-157
Ctss,-3.983745319,1.96E-158,1.46E-156
Tm4sf1,1.530152214,2.75E-158,2.05E-156
Cep295,1.699938125,4.33E-158,3.22E-156
Slbp,1.784811612,9.64E-158,7.13E-156
Dnaaf2,2.282812193,1.71E-157,1.26E-155
P4ha2,-1.150118901,1.08E-156,7.93E-155
Laptm5,-5.043826282,3.32E-156,2.43E-154
Dmpk,-1.531350465,3.59E-156,2.62E-154
Creb3l1,-1.246099788,5.53E-155,4.02E-153
Maged2,-1.162049956,6.82E-155,4.94E-153
Chodl,2.555532507,2.63E-153,1.90E-151
Anln,1.394096186,3.41E-153,2.45E-151
Plvap,3.857596513,4.91E-153,3.52E-151
Plekha7,2.251161997,7.15E-153,5.10E-151
Pdpn,1.933977985,9.97E-153,7.09E-151
Nrp1,-1.236313216,5.13E-152,3.64E-150
Eef2,-0.89283629,6.84E-152,4.83E-150
Clip1,-1.393555077,1.13E-151,7.96E-150
Tinagl1,-1.745622588,1.57E-151,1.10E-149
Tmem67,2.114398818,1.91E-151,1.34E-149
Prc1,1.383778098,1.96E-151,1.36E-149
Txnip,-1.079683039,2.76E-151,1.92E-149
Deup1,9.8853922,5.76E-151,3.99E-149
Loxl1,-1.199765023,9.37E-151,6.47E-149
Rcn2,-1.106892839,2.92E-150,2.01E-148
Adra1d,-2.134803298,3.23E-150,2.22E-148
Dnah6,5.995318001,4.26E-150,2.91E-148
Tacc3,1.659664867,9.43E-150,6.42E-148
Wdhd1,2.158170034,1.16E-149,7.89E-148
Nphp1,1.860850918,1.69E-149,1.15E-147
Katnal2,3.599528435,1.81E-149,1.22E-147
Trmt2a,1.46839657,3.41E-149,2.29E-147
Gpx3,1.555633092,3.64E-149,2.44E-147
C1qb,-5.194540143,1.26E-148,8.43E-147
Maged1,-0.854695782,1.41E-148,9.36E-147
Ttyh3,-1.211014429,2.67E-147,1.77E-145
Rell1,1.521546934,4.70E-147,3.11E-145
Pofut1,-1.427485104,5.37E-147,3.54E-145
C1qa,-4.743433166,6.42E-147,4.22E-145
Chaf1a,1.840283405,7.64E-147,5.00E-145
Neto2,2.245626651,1.47E-146,9.59E-145
Pycr1,-1.678854432,2.80E-146,1.82E-144
Tube1,3.245220508,5.12E-146,3.32E-144
Diras2,3.827379963,1.37E-145,8.83E-144
Ranbp1,1.215625244,3.32E-145,2.14E-143
Mrc1,-4.425493963,4.56E-145,2.93E-143
C1qc,-4.797590961,1.30E-144,8.34E-143
Ackr3,-1.988391624,7.44E-144,4.75E-142
Cby1,1.950751767,7.61E-144,4.85E-142
Cavin1,-0.807694655,1.69E-143,1.07E-141
Ccne1,1.623559432,1.97E-143,1.24E-141
Pald1,1.830681892,2.21E-143,1.39E-141
Rcn3,-1.184499129,2.99E-143,1.88E-141
Erfe,2.54726139,3.78E-143,2.37E-141
Islr,-1.557624694,8.28E-143,5.18E-141
Tspan9,-1.091469904,8.50E-143,5.30E-141
Fam81a,3.955898252,2.97E-142,1.85E-140
Adgre1,-5.393032959,7.18E-142,4.45E-140
Ccdc151,5.304346302,8.62E-142,5.32E-140
Myh11,-1.928792315,1.36E-141,8.36E-140
Dclk1,-1.32512091,5.36E-141,3.29E-139
Asrgl1,2.405775331,1.50E-140,9.19E-139
Sspn,-1.684566259,2.23E-140,1.36E-138
Ccdc96,5.931742097,5.42E-140,3.30E-138
Cfap44,7.692192603,8.59E-140,5.22E-138
C1s1,-1.985294525,2.77E-139,1.68E-137
Septin11,-0.926304133,4.56E-139,2.75E-137
Tbx15,-1.170879243,5.72E-139,3.44E-137
Ttc21a,5.702622023,8.61E-139,5.17E-137
Ubxn11,3.211873224,1.07E-138,6.43E-137
Timp1,-1.132268233,1.68E-138,1.00E-136
Myh10,-0.981635475,3.28E-138,1.95E-136
Bmp4,-1.220153935,3.85E-138,2.29E-136
Ccdc34,1.781543608,6.85E-138,4.05E-136
2900026A02Rik,-1.369924439,6.94E-138,4.09E-136
Apobr,-2.008448993,7.93E-138,4.66E-136
Scd1,1.101134427,9.14E-138,5.36E-136
Arhgap20,-1.754237833,2.36E-137,1.38E-135
Smad3,-1.365583699,3.01E-137,1.75E-135
Cep43,2.033046963,1.24E-136,7.23E-135
Lrrc23,8.038728766,1.87E-136,1.08E-134
Flnc,-0.816127432,1.92E-136,1.11E-134
Crabp2,-1.307391942,2.37E-136,1.37E-134
Katnip,1.525341338,1.17E-135,6.74E-134
Smc4,1.264857719,1.29E-135,7.40E-134
Cep76,1.980363237,1.32E-135,7.53E-134
Foxp2,-2.116456315,2.49E-135,1.42E-133
Golm2,1.126577933,3.27E-135,1.86E-133
Dlgap5,1.90049314,7.77E-135,4.40E-133
Itprip,1.457512751,1.02E-134,5.74E-133
Cep55,2.338024555,1.44E-134,8.10E-133
Paxip1,1.605582634,1.45E-134,8.13E-133
Ift172,1.236506459,1.50E-134,8.44E-133
Copz2,-1.270472043,1.59E-134,8.87E-133
Meg3,-1.257513837,1.83E-134,1.02E-132
Dbf4,1.600649465,2.31E-134,1.29E-132
1700003E16Rik,3.536106314,3.80E-134,2.11E-132
Pam,-1.109840567,4.67E-134,2.59E-132
P3h3,-1.109802918,1.18E-133,6.52E-132
Thbs2,-0.782734155,2.17E-133,1.20E-131
Dnali1,7.106108031,3.17E-133,1.74E-131
Flt4,2.787285541,3.42E-133,1.87E-131
Qsox1,-0.881712938,3.52E-133,1.92E-131
Ccnf,1.866413798,4.96E-133,2.70E-131
Ercc6l,2.178823453,1.42E-132,7.69E-131
Dennd5b,2.309906911,2.86E-132,1.55E-130
Tagln2,1.014374437,4.76E-132,2.57E-130
Plce1,-1.541795386,1.58E-131,8.50E-130
H2-Q4,2.550539212,1.67E-131,8.95E-130
Nemp1,2.3172276,2.38E-131,1.27E-129
Rtp4,2.263159583,3.21E-131,1.72E-129
Tns3,-0.917364278,6.76E-131,3.60E-129
Ccdc114,4.795563359,8.73E-131,4.64E-129
Cdk5rap2,1.388083431,5.31E-130,2.82E-128
Selenow,-1.241168493,7.81E-130,4.13E-128
Gpx8,-1.114671767,1.24E-129,6.54E-128
Msr1,-4.063722702,1.89E-129,9.97E-128
Ctsb,-0.774142639,2.43E-129,1.27E-127
Fignl1,2.065837337,2.44E-129,1.28E-127
Tspan7,2.038599947,1.33E-128,6.93E-127
Mmp2,-0.753983131,1.80E-128,9.37E-127
Hells,1.812751791,1.89E-128,9.84E-127
Col4a1,-0.817494737,3.17E-128,1.64E-126
Tmpo,1.169047236,3.21E-128,1.66E-126
Scd2,0.788022387,8.02E-128,4.14E-126
Pxylp1,2.044436414,1.32E-127,6.81E-126
Lrwd1,1.627410654,3.87E-127,1.99E-125
Lrriq1,7.267316524,1.27E-126,6.50E-125
Fam114a1,-0.915991239,1.41E-126,7.19E-125
Calu,-0.836343607,9.46E-126,4.82E-124
Edc4,1.103755717,1.61E-125,8.21E-124
Ctsf,-1.739897163,5.60E-125,2.84E-123
Dap,-1.027439168,1.21E-124,6.14E-123
Dnaaf5,1.777137654,2.24E-124,1.13E-122
Flrt1,2.61145291,2.03E-123,1.02E-121
Dlc1,-1.126274854,2.16E-123,1.09E-121
Ptprf,0.921644815,3.10E-123,1.55E-121
Lipg,2.384222387,4.62E-123,2.31E-121
Cnih2,2.649533566,7.21E-123,3.59E-121
Ccdc18,3.082507866,7.73E-123,3.85E-121
Fgfrl1,-1.532863774,7.91E-123,3.93E-121
Gtse1,1.344059733,2.55E-122,1.26E-120
Mdm2,0.885566065,4.27E-122,2.11E-120
Cchcr1,1.637316345,4.63E-122,2.28E-120
Nphp4,2.627047385,5.69E-122,2.80E-120
Slc24a3,-1.650491692,5.82E-122,2.85E-120
Vgll3,-1.106872643,7.49E-122,3.67E-120
Ldlrad4,-1.254168774,7.96E-122,3.89E-120
B9d1,1.877051808,1.35E-121,6.56E-120
Ccdc157,1.461129035,2.18E-121,1.06E-119
Has2,2.196959461,2.31E-121,1.12E-119
Mxd4,-1.5376374,5.83E-121,2.82E-119
Cep192,1.422467949,6.06E-121,2.93E-119
Zmynd10,6.932259814,7.58E-121,3.65E-119
Plpp1,-1.157469658,2.05E-120,9.85E-119
Arhgap11a,1.530382167,4.17E-120,2.00E-118
Col11a1,-0.880410083,6.60E-120,3.15E-118
Gas1,-1.013666961,7.52E-120,3.59E-118
Erg,-2.15000173,8.45E-120,4.02E-118
Mlf1,5.473552521,8.79E-120,4.17E-118
Ift122,1.455678169,5.46E-119,2.59E-117
Txn1,1.080334475,8.21E-119,3.88E-117
Trp73,8.619389343,9.92E-119,4.68E-117
Nid1,-0.766023592,1.04E-118,4.87E-117
Slc38a7,-1.966631295,1.05E-118,4.94E-117
Ssrp1,0.867155953,1.11E-118,5.22E-117
Fam161b,3.65398649,1.63E-118,7.61E-117
Matn3,2.923867175,3.04E-118,1.42E-116
Igfbp7,-1.018539035,7.40E-118,3.44E-116
Atf7,-1.280159211,7.51E-118,3.49E-116
Notch3,-1.318595182,9.25E-118,4.28E-116
Cep135,2.067175099,1.72E-117,7.96E-116
Efcab11,3.760395995,2.10E-117,9.69E-116
Eef1a1,-0.795211469,2.77E-117,1.27E-115
Igdcc4,-1.399088634,5.04E-117,2.31E-115
Lrrc46,4.808662141,5.81E-117,2.66E-115
Dot1l,1.204594317,8.44E-117,3.86E-115
Nfe2l1,-0.750264755,1.11E-116,5.07E-115
Ube2l6,2.334393697,1.27E-116,5.78E-115
Rpgr,2.946199687,1.56E-116,7.07E-115
Tef,-1.316683677,3.10E-116,1.40E-114
Cenpe,1.620194004,3.30E-116,1.49E-114
Spa17,3.869453207,4.36E-116,1.97E-114
Ppp1r36,5.275414166,7.71E-116,3.47E-114
Mpp1,1.172281606,1.20E-115,5.38E-114
Ski,-0.818769397,1.50E-115,6.71E-114
Cfap36,1.224087565,1.56E-115,6.97E-114
Aard,5.070846749,1.87E-115,8.35E-114
Plxna3,-1.48063342,1.92E-115,8.54E-114
Cdc20,1.501800366,2.33E-115,1.03E-113
Farp1,-0.889419441,1.42E-114,6.31E-113
Col4a5,-0.95202566,1.56E-114,6.88E-113
Mbd1,1.284509171,4.58E-114,2.02E-112
Top2a,1.110543059,8.55E-114,3.77E-112
Trabd2b,-2.156260692,9.00E-114,3.96E-112
Drc7,8.687264407,1.19E-113,5.23E-112
Lsp1,-1.093474965,1.68E-113,7.32E-112
Lgals3bp,2.195863229,1.68E-113,7.32E-112
Fcrls,-5.25568343,2.37E-113,1.03E-111
Cnn1,-1.387670719,2.57E-113,1.12E-111
Cdon,-1.101801804,3.29E-113,1.43E-111
Iqub,7.752049963,4.68E-113,2.03E-111
Srgap3,-1.650293059,6.52E-113,2.82E-111
Tns1,-0.975423679,7.60E-113,3.28E-111
Itgav,-1.11868101,7.97E-113,3.43E-111
Smchd1,1.191003168,1.40E-112,6.02E-111
Rian,-1.075741339,1.48E-112,6.35E-111
Slfn8,3.246728614,3.98E-112,1.70E-110
Wdr76,2.567694663,4.88E-112,2.08E-110
Pygb,-0.967306751,7.83E-112,3.34E-110
Fam161a,2.950511862,1.73E-111,7.36E-110
Cfap206,8.228522844,1.94E-111,8.22E-110
Plek,-3.620457457,4.03E-111,1.70E-109
Dyrk3,3.765697787,4.70E-111,1.98E-109
Rad51ap1,2.327089588,6.15E-111,2.59E-109
Pfkl,-1.06210379,9.10E-111,3.83E-109
Fam216a,1.656276332,1.67E-110,7.03E-109
Fkbp7,-1.383566265,4.46E-110,1.87E-108
Itm2a,-0.754323363,5.08E-110,2.12E-108
Unc5c,-1.579009568,6.52E-110,2.72E-108
Rsph4a,5.844988315,9.82E-110,4.09E-108
Slc39a14,-1.336786237,1.17E-109,4.86E-108
Dpcd,1.734432597,1.77E-109,7.35E-108
Trim37,1.345894218,2.42E-109,1.00E-107
Tmem129,1.175386601,3.50E-109,1.45E-107
Galnt10,-0.977037548,3.72E-109,1.54E-107
Rcan2,-1.806138357,1.58E-108,6.51E-107
Gins2,1.80138854,9.67E-108,3.97E-106
C3ar1,-4.408128453,1.11E-107,4.56E-106
Pih1d2,3.519886669,1.20E-107,4.91E-106
Nckap1l,-5.076595473,2.44E-107,9.97E-106
Ttc25,5.136696108,2.69E-107,1.09E-105
Egfr,-1.10987728,4.33E-107,1.76E-105
Vasn,-1.267175848,5.73E-107,2.33E-105
Sox4,-0.965794393,9.27E-107,3.76E-105
Gpi1,-0.937010585,1.08E-106,4.37E-105
Bag2,1.439082784,1.27E-106,5.14E-105
Rarg,-1.144144014,1.28E-106,5.15E-105
Slc35g1,2.484227099,4.27E-106,1.72E-104
Psip1,1.360623035,4.86E-106,1.95E-104
Hipk1,1.006783674,6.36E-106,2.54E-104
Tmem47,1.260609864,6.64E-106,2.65E-104
Cfap52,8.462627482,9.23E-106,3.68E-104
Pdp1,-1.636560917,1.19E-105,4.74E-104
Chst5,4.90668142,1.31E-105,5.19E-104
Eaf1,1.089777181,3.03E-105,1.20E-103
Txndc16,-1.452996827,3.50E-105,1.38E-103
Gxylt2,-1.030749841,6.04E-105,2.38E-103
Coch,-2.148013986,9.11E-105,3.59E-103
Mapk15,5.661895007,2.73E-104,1.07E-102
Plxna1,-0.786479667,2.96E-104,1.16E-102
Incenp,1.328761053,3.19E-104,1.25E-102
Ptprq,-2.071427553,4.72E-104,1.85E-102
Lingo1,2.030193603,9.45E-104,3.69E-102
Crtap,-0.92583438,1.16E-103,4.51E-102
Ndrg4,-1.558023726,1.83E-103,7.13E-102
Kif20b,1.816042599,2.27E-103,8.82E-102
Dynlrb2,8.362696247,9.15E-103,3.55E-101
Lrguk,4.418923667,1.25E-102,4.82E-101
Kmt5a,1.084525894,1.44E-102,5.56E-101
Tmem45a,-1.439408407,1.50E-102,5.79E-101
Clic1,0.834795968,1.58E-102,6.10E-101
Lifr,1.351350634,2.98E-102,1.15E-100
Ecm1,-0.962400516,3.18E-102,1.22E-100
Cacng4,7.179218,5.07E-102,1.94E-100
Cdo1,-1.125767063,5.44E-102,2.08E-100
Spice1,1.827251747,8.74E-102,3.33E-100
Tfdp1,1.07367481,1.64E-101,6.26E-100
Doc2b,2.8355427,1.78E-101,6.77E-100
Itgb5,-0.80566469,3.61E-101,1.37E-99
Cenpj,1.952884368,4.18E-101,1.58E-99
Csf1,-0.822152906,6.13E-101,2.32E-99
Brms1,1.477210661,1.11E-100,4.18E-99
Otud4,1.230853683,1.92E-100,7.21E-99
Fcer1g,-5.083083371,1.92E-100,7.22E-99
Slc9a3r1,1.672732385,2.09E-100,7.85E-99
Klf9,-1.364414264,2.34E-100,8.77E-99
Cnot6,1.086613917,4.02E-100,1.50E-98
Chrd,-2.222823077,4.41E-100,1.65E-98
Cep162,1.602419741,1.75E-99,6.50E-98
Smoc1,-1.417617024,2.73E-99,1.01E-97
Rrm2,1.233350179,2.91E-99,1.08E-97
Sun2,-1.26715973,3.16E-99,1.17E-97
Arhgap29,-0.908978478,6.45E-99,2.38E-97
AW551984,1.75091182,8.72E-99,3.22E-97
